0,1,2,3
AB's - Absolute Barbecues,Chicken & Fish BBQ with Chicken Biryani & Dessrt Combo,₹399,"A delightful Chicken biryani combo with Tandoori Chicken Tikka, BBQ Fish, Salad, Mint ... read more"
AB's - Absolute Barbecues,Genie's Veg Platter,₹535,Veg Starter Platter Contains:- {Serves 1- 2}  -Khasta Kebab(4pcs) -Veg Kebab(4pcs) -Habanero ... read more
AB's - Absolute Barbecues,Genie's Mix Platter,₹575,Mix Starter Platter Contains:-{Serves 1- 2} -Peri Peri Chicken Wings(4pcs) -Murgh Punjabi Tikka(4pcs) ... read more
AB's - Absolute Barbecues,Genie's Meat Platter,₹625,Non Veg Starter Platter Contains :- {Serves 1- 2} [Chicken Starters] -Murgh Punjabi ... read more
AB's - Absolute Barbecues,Crispy Fried Corn,₹155,Crisp Corn Kernels Topped With Indian Chatpata Masala Perfect For Any Time Snacking
AB's - Absolute Barbecues,AB's Style Cheesy Potato,₹155,"Abs Signature, Flattened Baby Potatoes Tossed With Sprinklers And Topped With Cheesy Sauce"
AB's - Absolute Barbecues,Mirch Masala Paneer Tikka,₹285,Paneer Cubes Marinated With Pounded Chillies And Spice With A Hint Of Tanginess ... read more
AB's - Absolute Barbecues,Barbecued Chicken Wings (6 Pcs),₹290,Freshly Marinated Chicken Wings With Indian Spice Blended With Hotness Of Bird Eye ... read more
AB's - Absolute Barbecues,Murgh Pahadi Tikka (B/L),₹295,Boneless Chicken Marinated In Herbs And Spice. Blended With Richness Of Curd And ... read more
AB's - Absolute Barbecues,Crispy Fish Finger,₹335,Deboned Fish Fillets Marinated In Hot Spice Blend Crumbed And Crispy Fried Fingers
AB's - Absolute Barbecues,Grilled Prawns Satay,₹335,"Prawns Marinated In Indian Spice Blend Skewered And Grilled, Abs Special"
AB's - Absolute Barbecues,Crispy Fried Butterfly Prawns,₹345,"Prawns Crumbed And Seasoned With Herbs Deep Fried ,Giving It A Crisp Texture."
AB's - Absolute Barbecues,AB's Tangdi Kabab,₹395,An AB's Favourite Dish Marinated Drumsticks With A Glaze Cooked On Medium Heat ... read more
AB's - Absolute Barbecues,Hawker's Relished Grilled Fish,₹395,A Hopping Street Delicacy Brought On Same Delicately Marinated Fish Fillet Grilled With ... read more
AB's - Absolute Barbecues,Tandoori Chicken,₹310,A Classic Punjabi Marination Applied On Whole Chicken And Barbecued In Indian Clay ... read more
AB's - Absolute Barbecues,Paratha (1 Pc),₹25,Tawa Paratha
AB's - Absolute Barbecues,Double Egg Curry,₹220,Egg Cooked In Thick Mild Spice Gravy
AB's - Absolute Barbecues,Paneer Butter Masala,₹250,Cottage Cheese Simmered In A Velvety Tomato Gravy With Butter And Spices
AB's - Absolute Barbecues,Dal Makhni,₹245,Black Gram Lentil And Kidney Beans Overcooked In Whole Night With Cream And ... read more
AB's - Absolute Barbecues,Butter Chicken Curry,₹260,Classic Ab'S Style Butter Chicken
AB's - Absolute Barbecues,Angoori Gulab Jamun,₹125,Berry Like Gulab Jamuns Served With Love
AB's - Absolute Barbecues,Moong Dal halwa,₹120,A Classical Indian dessert with its melt in mouth texture made with moong ... read more
AB's - Absolute Barbecues,Brownie,₹125,"A fudge-style Brownie has a very dense and moist texture, served with Chocolate Sauce"
AB's - Absolute Barbecues,Moti Rasgulla,₹125,Mini  Rasgulla Cooked In Milk And Served Chilled
AB's - Absolute Barbecues,Pepsi Can 330 Ml,₹57.14,Pepsi Can 330Ml
AB's - Absolute Barbecues,Coolberg - Cranberry,₹79,Non-Alcoholic Fruit Beer 330ML
AB's - Absolute Barbecues,Coolberg - Strawberry,₹79,Non-Alcoholic Fruit Beer 330ML
Dish Delice Pizza,Chefs Special Chicken Pizza,₹295,"Mozzarella cheese, chicken, white onion, capsicum, black olives and sliced red paprika."
Dish Delice Pizza,Exotica Veg Loaded Pizza,₹275,"Mozzarella cheese, capsicum, tomato, white onion, gherkins and black olives."
Dish Delice Pizza,Paneer Delight Pizza [9 inches],₹375,"Capsicum, Ttomatino, white onion, red paprika, mozzarella cheese and black olives."
Dish Delice Pizza,Chicken Tikka Pizza,₹295,"Mozzarella cheese, chicken and white onion."
Dish Delice Pizza,Veg Paradise Pizza,₹275,"Mozzarella cheese, capsicum, tomato, jalapeno, white onion, American corn, sliced red paprika and ... read more"
Dish Delice Pizza,Cheese Corn Pizza [7 inches],₹295,Mozzarella cheese and American corn.
Dish Delice Pizza,Margherita Pizza,₹325,Mozzarella cheese with more extra cheese.
Dish Delice Pizza,Chicken Supreme Pizza,₹295,"Mozzarella cheese, chicken, American corn, mushroom, capsicum, onion, jalapenos and black olives."
Dish Delice Pizza,Paneer Delight Pizza [7 inches],₹295,"Capsicum, tomato, white onion, red paprika, black olives, jalapeno and mozzarella cheese."
Dish Delice Pizza,Spicy Double Chicken Pizza [9 inches],₹395,
Dish Delice Pizza,Double Chicken Tikka Pizza [9 inches],₹445,
Dish Delice Pizza,Chicken Tikka Cheese Burst Pizza [11 inches],₹535,
Dish Delice Pizza,Chicken Tikka Cheese Burst Pizza [9 inches],₹445,
Dish Delice Pizza,Capsicum and Mushroom Pizza [9 inches],₹365,"Capsicum, mushroom and black olives."
Dish Delice Pizza,Mushroom & Onion Pizza,₹275,"Mozzarella cheese, mushroom and white onion"
Dish Delice Pizza,Veg Paradise Pizza,₹275,"Mozzarella cheese, capsicum, tomato, jalapeno, white onion, American corn, sliced red paprika and ... read more"
Dish Delice Pizza,Chilli Garlic Double Paneer Pizza [7 inches],₹335,"Mozzarella cheese, capsicum, white onion, chilli garlic sprinkle and double paneer."
Dish Delice Pizza,Capsicum and Tomato Pizza [7 inches],₹275,"Capsicum, tomato and black olives."
Dish Delice Pizza,Cheese Corn Pizza [7 inches],₹295,Mozzarella cheese and American corn.
Dish Delice Pizza,Exotica Veg Loaded Pizza,₹275,"Mozzarella cheese, capsicum, tomato, white onion, gherkins and black olives."
Dish Delice Pizza,Capsicum and Mushroom Pizza [7 inches],₹275,"Capsicum, mushroom and black olives."
Dish Delice Pizza,Capsicum and Mushroom Pizza [11 inches],₹449,"Capsicum, mushroom and black olives"
Dish Delice Pizza,Capsicum and Mushroom Pizza [9 inches],₹365,"Capsicum, mushroom and black olives."
Dish Delice Pizza,Capsicum and Tomato Pizza [9 inches],₹365,"Capsicum, tomatino and black olives."
Dish Delice Pizza,Capsicum and Tomato Pizza [11 inches],₹449,"Capsicum, tomatino and black olives."
Dish Delice Pizza,Paneer Delight Pizza [7 inches],₹295,"Capsicum, tomato, white onion, red paprika, black olives, jalapeno and mozzarella cheese."
Dish Delice Pizza,Paneer Delight Pizza [9 inches],₹375,"Capsicum, Ttomatino, white onion, red paprika, mozzarella cheese and black olives."
Dish Delice Pizza,Paneer Delight Pizza [11 inches],₹499,"Capsicum, Tomatino, white onion, red paprika, mozzarella cheese and black olives."
Dish Delice Pizza,Paneer and Corn Pizza [7 inches],₹295,"Mozzarella cheese, paneer, American corn and black olives."
Dish Delice Pizza,Paneer and Corn Pizza [9 inches],₹375,"Mozzarella cheese, American corn and black olives."
Dish Delice Pizza,Paneer and Corn Pizza [11 inches],₹499,"Mozzarella cheese, paneer, American corn and black olives."
Dish Delice Pizza,Margherita Pizza,₹325,Mozzarella cheese with more extra cheese.
Dish Delice Pizza,Cheese Corn Pizza [9 inches],₹365,Mozzarella cheese and American corn.
Dish Delice Pizza,Cheese Corn Pizza [11 inches],₹449,Mozzarella cheese and American corn.
Dish Delice Pizza,Tandoori Paneer Pizza,₹295,
Dish Delice Pizza,Veg Overloaded Pizza,₹295,"Mozzarella cheese, capsicum, onion, jalapenos, tomato, corn, mushroom, red paprika and black olives."
Dish Delice Pizza,Veg Over Loaded Pizza [9 inches],₹375,"Mozzarella cheese, capsicum, onion, tamatino, mushroom, corn, jalapenos, red peprika and black olives."
Dish Delice Pizza,Schezwan Chicken Pizza,₹295,"Mozzarella Cheese, Chicken, sliced Red paprika And Jalapeno."
Dish Delice Pizza,Chicken Margherita Pizza,₹349,"Mozzarella cheese,Makhani sauce, chicken and more extra cheese."
Dish Delice Pizza,Chicken Tikka Pizza,₹295,"Mozzarella cheese, chicken and white onion."
Dish Delice Pizza,Chefs Special Chicken Pizza,₹295,"Mozzarella cheese, chicken, white onion, capsicum, black olives and sliced red paprika."
Dish Delice Pizza,Double Chicken Tikka Pizza [7 inches],₹335,
Dish Delice Pizza,Chicken Mushroom Pizza,₹295,"Chicken, mushroom, onion and black olives."
Dish Delice Pizza,Chicken Tikka Cheese Burst Pizza [7 inches],₹335,
Dish Delice Pizza,Chicken Tikka Cheese Burst Pizza [9 inches],₹445,
Dish Delice Pizza,Chicken Tikka Cheese Burst Pizza [11 inches],₹535,
Dish Delice Pizza,Chefs Special Chicken Cheese Burst Pizza,₹325,
Dish Delice Pizza,Double Chicken Tikka Pizza [9 inches],₹445,
Dish Delice Pizza,Golden Chicken Pizza,₹295,"Chicken, corn, white onion and black olives."
Dish Delice Pizza,Chicken Supreme Pizza,₹295,"Mozzarella cheese, chicken, American corn, mushroom, capsicum, onion, jalapenos and black olives."
Dish Delice Pizza,Schezwan Chicken Pizza [7 inches],₹295,Mozzarella cheese and schezwan chicken.
Dish Delice Pizza,Schezwan Chicken Pizza [9 inches],₹395,Mozzarella cheese and schezwan chicken.
Dish Delice Pizza,Spicy Double Chicken Pizza [9 inches],₹395,
Heritage,Veg Dum Biryani from the Handi,₹260,Aromatic spicy basmati rice with veggies served with raita.
Heritage,Chapati with Korma,₹140,
Heritage,Tomato Cashew Curry,₹265,
Heritage,Chilli Garlic Noodles,₹260,
Heritage,Vegetable Fried Rice,₹260,Wok fried diced vegetables and rice with garlic.
Heritage,Curd Rice,₹155,
Heritage,Chana Bhature,₹155,
Heritage,Palak Paneer,₹300,
Heritage,Sweet Lassi,₹145,
Heritage,Gobi Manchurian,₹270,
Heritage,Veg Manchurian,₹270,
Heritage,Aloo Matar,₹265,
Heritage,Malai Kofta,₹265,
Heritage,Fresh Juice,₹150,"Freshly squeezed, chilled fruit juice of the season."
Heritage,Butter Naan,₹95,
Heritage,Veg Soft Noodles,₹260,
Heritage,Sweet Corn Soup,₹125,Sweet corn broth thickened with corn starch accompanied veggies.
Heritage,Tea,₹80,
Heritage,Onion Raita,₹100,
Heritage,Chapati with Korma,₹140,
Heritage,Sweet Corn Soup,₹125,Sweet corn broth thickened with corn starch accompanied veggies.
Heritage,Cream of Tomato Soup,₹125,A cream soup made of tomatoes.
Heritage,Tom Yum Vegetable Soup,₹135,"Thai spicy lemon flavoured soup, clear blend of tomatoes, onions , green chillies ... read more"
Heritage,Veg Hot and Sour Soup,₹135,Schezwan style thick soup with shredded vegetables and mushrooms.
Heritage,Lemon Coriander Soup,₹125,Tangy clear soup flavoured with fresh coriander.
Heritage,Veg Clear Soup,₹110,Clear vegetable broth with diced vegetables and garlic.
Heritage,Paneer Tikka,₹320,
Heritage,Chilli Paneer,₹320,
Heritage,Spice Fried Corn,₹285,
Heritage,Paneer Butter Masala,₹300,
Heritage,Paneer Pasanda,₹300,
Heritage,Kadai Paneer,₹300,
Heritage,Shahi Paneer,₹300,
Heritage,Palak Paneer,₹300,
Heritage,Methi Chaman,₹300,
Heritage,Paneer Capsicum Baby Corn,₹300,
Heritage,Mushroom Masala,₹300,
Heritage,Tomato Cashew Curry,₹265,
Heritage,Kadai Vegetable,₹265,
Heritage,Malai Kofta,₹265,
Heritage,Gobi Masala,₹265,
Heritage,Aloo Gobi,₹265,
Heritage,Aloo Matar,₹265,
Heritage,Aloo Jeera,₹265,
Heritage,Aloo Palak,₹265,
Heritage,Mix Vegetable Curry,₹250,
Heritage,Green Peas Masala,₹250,
Heritage,Dal Makhani,₹240,
Heritage,Dal Fry,₹210,
Heritage,Dal Tadka,₹210,
Heritage,Phulka,₹55,
Heritage,Naan,₹80,
Heritage,Roti,₹80,
Heritage,Kulcha,₹95,
Heritage,Butter Naan,₹95,
Heritage,Lachhedar Paratha,₹110,
Heritage,Kashmiri Naan,₹130,
Heritage,Curd Rice,₹155,
Heritage,Plain Rice,₹80,
Heritage,Veg Dum Biryani from the Handi,₹260,Aromatic spicy basmati rice with veggies served with raita.
Heritage,Mushroom in Hot Garlic Sauce,₹285,Batter fried mushroom cooked in spicy garlic sauce.
Heritage,Mix Vegetable Schezwan Style,₹270,Mix vegetables cooked in the glorious style of the schezwan region of China.
Heritage,Cauliflower Manchurian,₹270,Deep fried cauliflower tossed in soya garlic sauce.
Heritage,Vegetable Manchurian Gravy,₹270,Mix vegetable dumplings tossed in manchurian sauce.
Heritage,Vegetable Chilli Garlic,₹270,Mix vegetables cooked in chilli garlic sauce.
Heritage,Gobi 65,₹270,"Cauliflower tossed in curry leaves, garlic, green chilli and curd."
Heritage,Vegetable Chow Chow,₹270,Stir fried vegetable cooked in white garlic sauce.
Heritage,Salt and Pepper Baby Corn,₹285,
Heritage,Chilli Baby Corn,₹285,
Heritage,Salt and Pepper Mushroom,₹285,
Heritage,Chilli Mushroom,₹285,
Heritage,Veg Manchurian,₹270,
Heritage,Gobi Manchurian,₹270,
Heritage,Vegetable Fried Rice,₹260,Wok fried diced vegetables and rice with garlic.
Heritage,Veg Schezwan Fried Rice,₹260,Pan fried veggies and rice with schezwan pepper paste.
Heritage,Veg Soft Noodles,₹260,
Heritage,Singapore Noodles,₹260,
Heritage,Chilli Garlic Noodles,₹260,
Heritage,Schezwan Noodles,₹260,
Heritage,Hakka Style Noodles,₹260,
Heritage,American Chopsuey,₹280,"A combo of crispy noodles, served with julienne of vegetables simmered in sweet ... read more"
Heritage,Chinese Chopsuey,₹280,"A combo of crispy noodles, served with julienne of vegetables simmered in sweet ... read more"
Heritage,Chana Bhature,₹155,
Heritage,Vegetable Spring Roll,₹270,
Heritage,Veg Stuffed Kulcha,₹110,
Heritage,Aloo Stuffed Kulcha,₹110,
Heritage,Onion Raita,₹100,
Heritage,Pineapple Raita,₹100,
Heritage,Cucumber Raita,₹100,
Heritage,Green Salad,₹90,
Heritage,Cucumber Salad,₹90,
Heritage,Carrot Salad,₹90,
Heritage,Onion Salad,₹90,
Heritage,Fruit Salad,₹125,
Heritage,Vanilla Milkshake,₹170,
Heritage,Strawberry Milkshake,₹170,
Heritage,Chocolate Milkshake,₹170,
Heritage,Pineapple Milkshake,₹170,
Heritage,Fresh Juice,₹150,"Freshly squeezed, chilled fruit juice of the season."
Heritage,Plain Lassi,₹145,
Heritage,Sweet Lassi,₹145,
Heritage,Salted Lassi,₹145,
Heritage,Fresh Lime Soda,₹90,
Heritage,Buttermilk,₹95,
Heritage,Tea,₹80,
Heritage,Coffee,₹80,
Raj Makkne,Chicken Dum Biryani,₹275,
Raj Makkne,Chicken Shawarma,₹160,
Raj Makkne,Chicken Fry Biryani,₹300,
Raj Makkne,Paneer Shawarma,₹130,
Raj Makkne,Gongura Chicken Biryani,₹380,
Raj Makkne,Paya Roti,₹340,[Chef's Special]
Raj Makkne,Natu Kodi Pulao,₹325,
Raj Makkne,Cashew Pulao,₹325,
Raj Makkne,Chicken Fried Rice,₹275,
Raj Makkne,Natu Kodi Fry,₹410,
Raj Makkne,Chicken 555,₹340,
Raj Makkne,Chicken Lollipop (6 Pcs),₹325,
Raj Makkne,Chicken 65,₹300,
Raj Makkne,Paneer Butter Masala,₹300,
Raj Makkne,Chicken Boneless Fry,₹300,
Raj Makkne,Chicken Manchurian Dry,₹285,
Raj Makkne,Paneer Tikka Biryani,₹275,
Raj Makkne,Crispy Corn,₹230,
Raj Makkne,Mixed Veg Noodles,₹230,
Raj Makkne,Large Chicken Shawarma,₹220,
Raj Makkne,Veg Fried Rice,₹200,
Raj Makkne,Chole Masala,₹175,
Raj Makkne,Chicken Schezwan Shawarma,₹160,
Raj Makkne,Peri Peri Chicken Shawarma,₹160,
Raj Makkne,Masala Kulcha,₹60,
Raj Makkne,Paneer Kulcha,₹70,
Raj Makkne,Veg Hot & Sour Soup,₹120,
Raj Makkne,Veg Lemon Coriander Soup,₹120,
Raj Makkne,Veg Manchow Soup,₹120,
Raj Makkne,Veg Manchurian Soup,₹120,
Raj Makkne,Veg Sweet Corn Sop,₹120,
Raj Makkne,Veg Talumein Soup,₹120,
Raj Makkne,Chicken Lemon Coriander Soup,₹160,
Raj Makkne,Chicken Manchow Soup,₹160,
Raj Makkne,Chicken Manchurian Soup,₹160,
Raj Makkne,Chicken Sweet Corn Soup,₹160,
Raj Makkne,Non-Veg Hot & Sour Soup,₹160,
Raj Makkne,Spicy Chicken Soup,₹160,
Raj Makkne,Chilli Baby Corn,₹245,
Raj Makkne,Chilli Mushroom,₹255,
Raj Makkne,Chilli Paneer Dry,₹285,
Raj Makkne,Chilli Paneer Wet,₹285,
Raj Makkne,Crispy Baby Corn,₹230,
Raj Makkne,Crispy Corn,₹230,
Raj Makkne,Crispy Veg,₹235,
Raj Makkne,French Fries,₹175,
Raj Makkne,Gobi 65,₹245,
Raj Makkne,Gobi Manchurian Dry,₹245,
Raj Makkne,Gobi Manchurian Wet,₹255,
Raj Makkne,Golden Fried Baby Corn,₹245,
Raj Makkne,Mushroom 65,₹285,
Raj Makkne,Mushroom Manchurian Dry,₹245,
Raj Makkne,Mushroom Manchurian Wet,₹255,
Raj Makkne,Paneer 65,₹275,
Raj Makkne,Paneer Majestic,₹275,
Raj Makkne,Paneer Manchurian Dry,₹275,
Raj Makkne,Paneer Manchurian Wet,₹285,
Raj Makkne,Potato Swirl Stick,₹220,
Raj Makkne,Veg Manchurian,₹220,
Raj Makkne,Apollo Fish,₹340,
Raj Makkne,Butter Garlic Chicken,₹350,
Raj Makkne,Chicken 555,₹340,
Raj Makkne,Chicken 65,₹300,
Raj Makkne,Chicken Fingers,₹355,
Raj Makkne,Chicken Garlic Kebab,₹390,
Raj Makkne,Chicken Lollipop (6 Pcs),₹325,
Raj Makkne,Chicken Majestic,₹310,
Raj Makkne,Chicken Manchurian Dry,₹285,
Raj Makkne,Chicken Manchurian Wet,₹300,
Raj Makkne,Chicken Nuggets,₹355,
Raj Makkne,Chicken Popcorn,₹340,
Raj Makkne,Chilli Chicken Dry,₹300,
Raj Makkne,Chilli Chicken Wet,₹310,
Raj Makkne,Crispy Chicken,₹325,
Raj Makkne,Crispy Chicken With Black Bean Sauce,₹340,
Raj Makkne,Crispy Thread Chicken,₹365,
Raj Makkne,Devil Chicken (Very Spicy),₹310,
Raj Makkne,Dragon Chicken,₹325,
Raj Makkne,Dragon Prawns,₹350,
Raj Makkne,Drums Of Heaven,₹365,
Raj Makkne,Egg 65,₹200,
Raj Makkne,Egg Manchurian,₹200,
Raj Makkne,Fish Manchurian,₹325,
Raj Makkne,Garlic Chicken Dry,₹310,
Raj Makkne,Garlic Chicken Wet,₹325,
Raj Makkne,Hong Kong Chicken,₹350,
Raj Makkne,Kaju Chicken,₹325,
Raj Makkne,Kaju Chicken Pakoda,₹325,
Raj Makkne,Lemon Chicken,₹340,
Raj Makkne,Loose Prawn,₹350,
Raj Makkne,Mongolian Chicken,₹340,
Raj Makkne,Murg Malai Kebab,₹390,
Raj Makkne,Murg Tikka,₹390,
Raj Makkne,Oyster Chilli Chicken,₹340,
Raj Makkne,Pepper Chicken,₹310,
Raj Makkne,Pepper Chicken Wings,₹310,
Raj Makkne,Prawns Gold Coin,₹380,
Raj Makkne,Schezwan Chicken Dry,₹310,
Raj Makkne,Schezwan Chicken Wet,₹325,
Raj Makkne,Singapore Chicken,₹310,
Raj Makkne,Tandoori Chicken,₹350,
Raj Makkne,Harabara Kebab,₹300,
Raj Makkne,Paneer Achari Tikka,₹325,
Raj Makkne,Paneer Malai Tikka,₹325,
Raj Makkne,Paneer Tikka,₹300,
Raj Makkne,Achari Kebab,₹365,
Raj Makkne,Banjara Chicken Kebab,₹365,
Raj Makkne,Chicken Tandoori,₹340,
Raj Makkne,Chicken Tikka,₹355,
Raj Makkne,Hariyali Kebab,₹365,
Raj Makkne,Honey Chicken Tikka,₹365,
Raj Makkne,Kalmi Full,₹650,
Raj Makkne,Kalmi Half,₹328,
Raj Makkne,Lollipop Bbq,₹380,
Raj Makkne,Malai Kebab,₹365,
Raj Makkne,Murgh Angara,₹365,
Raj Makkne,Murgh Malai Tikka,₹365,
Raj Makkne,Mutton Seekha Kebab,₹435,
Raj Makkne,Prawn Tandoori,₹410,
Raj Makkne,Tangdi Kebab,₹340,
Raj Makkne,Achar Biryani,₹200,
Raj Makkne,Mixed Veg Biryani,₹300,
Raj Makkne,Mushroom Biryani,₹275,
Raj Makkne,Paneer Biryani,₹245,
Raj Makkne,Paneer Tikka Biryani,₹275,
Raj Makkne,Raj Makkne Special Veg Biryani,₹340,
Raj Makkne,Ulavachru Biryani,₹245,
Raj Makkne,Veg Biryani,₹200,
Raj Makkne,Achar Chicken Biryani,₹325,
Raj Makkne,Chicken 555 Biryani,₹360,
Raj Makkne,Chicken Boneless Biryani,₹325,
Raj Makkne,Chicken Double Joint Biryani,₹325,
Raj Makkne,Chicken Dum Biryani,₹275,
Raj Makkne,Chicken Fry Biryani,₹300,
Raj Makkne,Chicken Joint Biryani,₹300,
Raj Makkne,Chicken Kheema Biryani,₹365,
Raj Makkne,Chicken Mughlai Biryani,₹325,
Raj Makkne,Chicken Potlam Biryani,₹365,
Raj Makkne,Egg Biryani,₹220,
Raj Makkne,Fish Biryani,₹340,
Raj Makkne,Gongura Chicken Biryani,₹380,
Raj Makkne,Gongura Mutton Biryani,₹490,
Raj Makkne,Gongura Prawn Biryani,₹420,
Raj Makkne,Kamju Pitta Biryani,₹340,
Raj Makkne,Lollipop Biryani,₹340,
Raj Makkne,Mutton Boneless Biryani,₹500,
Raj Makkne,Mutton Dum Biryani,₹435,
Raj Makkne,Mutton Fry Biryani,₹410,
Raj Makkne,Mutton Kheema Biryani,₹490,
Raj Makkne,Mutton Mughlai Biryani,₹455,
Raj Makkne,Natukodi Biryani,₹380,
Raj Makkne,Potlam Mutton Biryani,₹500,
Raj Makkne,Prawns Biryani,₹410,
Raj Makkne,Prawns Mughlai,₹435,
Raj Makkne,Raj Makkne Spl Chicken Biryani,₹355,
Raj Makkne,Tandoori Double Joint Biryani,₹380,
Raj Makkne,Tandoori Joint Biryani,₹325,
Raj Makkne,Ulavacharu Chicken Biryani,₹340,
Raj Makkne,Ulavacharu Mutton Biryani,₹475,
Raj Makkne,Raj Makkne Special Veg Mandi,₹1350,
Raj Makkne,Veg Mandi,₹449,
Raj Makkne,Veg Paneer Mandi,₹549,
Raj Makkne,Chicken Al Faham Mandi,₹899,
Raj Makkne,Chicken Fried Mandi,₹599,
Raj Makkne,Chicken Mandi,₹599,
Raj Makkne,Chicken Tandoori Mandi,₹799,
Raj Makkne,Chicken Tikka Mandi,₹799,
Raj Makkne,Chicken Wings Mandi,₹599,
Raj Makkne,Mutton Mandi,₹999,
Raj Makkne,Prawn Mandi,₹799,
Raj Makkne,Raj Makkne Special Non-Veg Mandi,₹1499,"4 Pcs Chicken, 3 Pcs Mutton, 1 Pc Fish"
Raj Makkne,Raj Makkne Special Non-Veg Mixed Mandi,₹1999,"Chicken Wings, Chicken Al Faham, Mutton, Gold Coin Prawn, Fish"
Raj Makkne,Aloo Parata,₹60,
Raj Makkne,Butter Naan,₹50,
Raj Makkne,Butter Pulka,₹30,
Raj Makkne,Butter Roti,₹35,
Raj Makkne,Dhaniya Roti,₹40,
Raj Makkne,Garlic Butter Naan,₹60,
Raj Makkne,Lachha Parata,₹60,
Raj Makkne,Masala Kulcha,₹60,
Raj Makkne,Paneer Kulcha,₹70,
Raj Makkne,Plain Kulcha,₹50,
Raj Makkne,Plain Naan,₹40,
Raj Makkne,Plain Parata,₹50,
Raj Makkne,Pulka,₹25,
Raj Makkne,Roti,₹30,
Raj Makkne,Aloo Kurma,₹200,
Raj Makkne,Aloo Palak,₹200,
Raj Makkne,Bismilah Bath,₹160,
Raj Makkne,Cashew Masala,₹340,
Raj Makkne,Channa Masala,₹200,
Raj Makkne,Chole Masala,₹175,
Raj Makkne,Curd Bath,₹135,
Raj Makkne,Dal Makkne,₹255,
Raj Makkne,Dal Tadka,₹200,
Raj Makkne,Green Peas Masala,₹200,
Raj Makkne,Kadai Paneer,₹275,
Raj Makkne,Kadai Veg,₹200,
Raj Makkne,Malai Kofta,₹325,
Raj Makkne,Mutter Paneer,₹245,
Raj Makkne,Palak Paneer,₹325,
Raj Makkne,Paneer Butter Masala,₹300,
Raj Makkne,Paneer Cashew,₹390,
Raj Makkne,Veg Dal Fry,₹175,
Raj Makkne,Andhra Boneless Chicken,₹325,
Raj Makkne,Andhra Chicken,₹300,
Raj Makkne,Butter Chicken Masala,₹340,
Raj Makkne,Chicken Afghani,₹325,
Raj Makkne,Chicken Boneless Chettinadu,₹325,
Raj Makkne,Chicken Boneless Curry,₹410,
Raj Makkne,Chicken Boneless Fry,₹300,
Raj Makkne,Chicken Boneless Kurma,₹325,
Raj Makkne,Chicken Boneless Masala,₹325,
Raj Makkne,Chicken Chettinadu,₹275,
Raj Makkne,Chicken Curry,₹275,
Raj Makkne,Chicken Dahiwala,₹340,
Raj Makkne,Chicken Fry,₹275,
Raj Makkne,Chicken Gongura,₹340,
Raj Makkne,Chicken Kalmi Curry,₹270,
Raj Makkne,Chicken Kurma,₹275,
Raj Makkne,Chicken Masala,₹275,
Raj Makkne,Chicken Mughlai,₹325,
Raj Makkne,Egg Bhurji,₹175,
Raj Makkne,Egg Dal Tadka,₹220,
Raj Makkne,Fish Fry,₹325,
Raj Makkne,Fish Masala,₹325,
Raj Makkne,Kadai Boneless Chicken,₹325,
Raj Makkne,Kadai Chicken,₹275,
Raj Makkne,Mutton Afghani,₹435,
Raj Makkne,Mutton Dhahiwala,₹410,
Raj Makkne,Mutton Dopyaza,₹410,
Raj Makkne,Mutton Fry,₹410,
Raj Makkne,Mutton Gongura,₹435,
Raj Makkne,Mutton Mughlai,₹410,
Raj Makkne,Mutton Nawabi,₹410,
Raj Makkne,Mutton Rogan Juice,₹475,
Raj Makkne,Natu Kodi Fry,₹410,
Raj Makkne,Palak Chicken,₹325,
Raj Makkne,Prawn Cheetinadu,₹325,
Raj Makkne,Prawn Fry,₹325,
Raj Makkne,Prawn Gongura,₹325,
Raj Makkne,Prawn Kadai,₹340,
Raj Makkne,Prawn Mughlai,₹340,
Raj Makkne,Cashew Fried Rice,₹310,
Raj Makkne,Garlic Ginger Fried Rice,₹275,
Raj Makkne,Mixed Veg Fried Rice,₹310,
Raj Makkne,Mushroom Fried Rice,₹255,
Raj Makkne,Paneer Fried Rice,₹245,
Raj Makkne,Raj Makkne Special Veg Fried Rice,₹340,
Raj Makkne,Veg Fried Rice,₹200,
Raj Makkne,Veg Schezwan Fried Rice,₹245,
Raj Makkne,Chicken Fried Rice,₹275,
Raj Makkne,Chicken Schezwen Fried Rice,₹300,
Raj Makkne,Chilli Chicken Fried Rice,₹325,
Raj Makkne,Egg Schezwan Fried Rice,₹245,
Raj Makkne,Mixed Non-Veg Fried Rice,₹390,
Raj Makkne,Prawn Fried Rice,₹300,
Raj Makkne,Prawn Schezwen Fried Rice,₹325,
Raj Makkne,Raj Makkne Specal Non Veg Fried Rice,₹340,
Raj Makkne,Cashew Pulao,₹325,
Raj Makkne,Paneer Pulao,₹275,
Raj Makkne,Sweet Corn Pulao,₹275,
Raj Makkne,Veg Pulao,₹200,
Raj Makkne,Andhra Specal Pulao,₹340,
Raj Makkne,Mutton Pulao,₹355,
Raj Makkne,Natu Kodi Pulao,₹325,
Raj Makkne,Raj Makkne Kodi Pulao,₹380,
Raj Makkne,Mixed Veg Noodles,₹230,
Raj Makkne,Veg Chilli Garlic Noodles,₹220,
Raj Makkne,Veg Hakka Noodles,₹230,
Raj Makkne,Veg Manchurian Noodles,₹190,
Raj Makkne,Veg Schezwan Noodles,₹200,
Raj Makkne,Veg Soft Noodles,₹190,
